Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source
ELEC,7614 N Louise Ave,7614 N Louise Ave,,Los Angeles,CA,91406,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.20884905,-118.5097461,2020-02-26,152903,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,11730 National Blvd,11730 National Blvd,,Los Angeles,CA,90064,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.0220774,-118.4395624,2020-02-26,152904,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,10928 W Pico Blvd,10928 W Pico Blvd,,Los Angeles,CA,90064,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.039067,-118.430493,2020-02-26,152905,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,20771 W Sherman Way,20771 W Sherman Way,,Los Angeles,CA,91306,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.20118402,-118.5856419,2020-02-26,152906,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,3840 S Western Ave,3840 S Western Ave,,Los Angeles,CA,90062,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.01612707,-118.3088054,2020-02-26,152907,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,942 S Crocker St,942 S Crocker St,,Los Angeles,CA,90021,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.03520074,-118.2499733,2020-02-26,152908,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,9037 Loyola Blvd,9031 S Loyola Blvd,,Los Angeles,CA,90045,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,33.95746491,-118.4178074,2020-02-26,152909,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,17729 Chatsworth Ave,17729 Chatsworth Ave,,Granada Hills,CA,91344,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.264939,-118.520876,2020-02-26,152910,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,4121 Valley Blvd,4121 Valley Blvd,,Los Angeles,CA,90032,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.064144,-118.194635,2020-02-26,152911,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,3540 W 3rd St,3540 W 3rd St,,Los Angeles,CA,90020,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.068718,-118.292999,2020-02-26,152912,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,6013 W Cadillac Ave,6013 W Cadillac Ave,,Los Angeles,CA,90034,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.03767274,-118.3747145,2020-02-26,152913,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,3022 S Grand Ave,3022 S Grand Ave,,Los Angeles,CA,90007,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.02283288,-118.2746912,2020-02-26,152914,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,17832 Plummer Street,17832 Plummer Street,,Los Angeles,CA,91325,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.243215,-118.522765,2020-02-26,152915,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,8923 S Western Ave,8923 S Western Ave,,Los Angeles,CA,90047,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,33.95589011,-118.3091309,2020-02-26,152916,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,23743 W Roscoe Blvd,23743 W Roscoe Blvd,,Los Angeles,CA,91304,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.21930365,-118.6449986,2020-02-26,152917,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,4424 Wesley Ave.,4434 Wesley Ave,,Los Angeles,CA,90037,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.00270364,-118.2878363,2020-02-26,152918,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,3117 Temple St.,3117 Temple St,,Los Angeles,CA,90026,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.0751812,-118.2807575,2020-02-26,152920,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,609 W Alpine St,609 W Alpine St,,Los Angeles,CA,90012,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.06336965,-118.241175,2020-02-26,152921,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,1676 N Hobart Blvd,1676 N Hobart Blvd,,Los Angeles,CA,90027,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.1012393,-118.3055454,2020-02-26,152922,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,13194 W Sherman Way,13194 W. Sherman Way,,Los Angeles,CA,91405,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.201179,-118.420367,2020-02-26,152923,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,1724 W Century Blvd,1724 W Century Blvd,,Los Angeles,CA,90047,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,33.94536994,-118.30731383,2020-02-26,152924,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,1862 Robertson Blvd,1862 S Robertson Blvd,,Los Angeles,CA,90035,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.04524,-118.386556,2020-02-26,152925,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,12237 W Santa Monica Blvd,12237 W Santa Monica Blvd,,Los Angeles,CA,90025,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.03999453,-118.4648495,2020-02-26,152926,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,182 S Alameda St,182 S Alameda St,,Los Angeles,CA,90012,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.0474847,-118.23795603,2020-02-26,152928,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,1348 Abbot Kinney Blvd,1348 Abbot Kinney Blvd,,Los Angeles,CA,90291,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,33.990793,-118.466391,2020-02-26,152929,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,5764 S Vermont Ave,5764 S Vermont Ave,,Los Angeles,CA,90037,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,33.98996178,-118.2913572,2020-02-26,152930,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,25820 S Western Ave,25820 S Western Ave,,Harbor City,CA,90710,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,33.788715,-118.307505,2020-02-26,152931,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,15596 W Roxford St,15596 W Roxford St,,Los Angeles,CA,91342,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.31161914,-118.4711377,2020-02-26,152932,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,7245 Canoga Ave,7245 Canoga Ave,,Los Angeles,CA,91303,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.202333,-118.597861,2020-02-26,152933,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,2442 Marengo St,2442 Marengo St,,90033,CA,G9N 0,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.05420745,-118.2016653,2020-02-26,152934,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,6710 Platt Ave,6710 Platt Ave,,Los Angeles,CA,91307,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.192427,-118.642463,2020-02-26,152935,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,13629 W Sherman Way,13561 Sherman Way,,Los Angeles,CA,91405,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.201285,-118.4285007,2020-02-26,152936,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,9866 N De Soto Ave,9866 N De Soto Ave,,Los Angeles,CA,91311,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.24932708,-118.5884294,2020-02-26,152937,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,15321 S Figueroa St,15321 S Figueroa St,,Gardena,CA,90248,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,33.892156,-118.283057,2020-02-26,152938,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,4882 N Libbit Ave,4882 N Libbit Ave,,Encino,CA,91436,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.15799831,-118.4879229,2020-02-26,152939,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,11677 San Vicente Blvd,11677 San Vicente Blvd,,Santa Monica,CA,90402,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.053909,-118.465171,2020-02-26,152940,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,729 N North Spring St,729 N Spring St,,Los Angeles,CA,90012,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.06047003,-118.23768996,2020-02-26,152941,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,8624 S Wilton Pl,8624 S Wilton Pl,,Los Angeles,CA,90047,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,33.95969079,-118.314947,2020-02-26,152942,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,11118 S Main St,11118 S Main St,,Los Angeles,CA,90061,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,33.93446566,-118.273781,2020-02-26,152943,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,7150 N Shoup Ave,7150 N Shoup Ave,,Los Angeles,CA,91307,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.20002964,-118.6145418,2020-02-26,152944,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,19054 N Kittridge St,19054 N Kittridge St,,Los Angeles,CA,91335,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.19015938,-118.5481514,2020-02-26,152945,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,651 W 1st,651 W 1st,,Los Angeles,CA,90012,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.056143,-118.249264,2020-02-26,152946,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,4977 N Genesta Ave,4977 N Genesta Ave,,Los Angeles,CA,91316,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.16129326,-118.5033223,2020-02-26,152947,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,The Dean Apartments 1,458 San Antonio Rd,,Mountain View,CA,94040,,888-356-8911,E,,Public,24 hours daily,,,,,,6,,,FLO,https://flo.ca/,200-8,37.404624,-122.111896,2020-02-26,152948,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,6510 Forest Lawn Drive,6510 Forest Lawn Drive,,Los Angeles,CA,90068,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.14658529,-118.3334385,2020-02-26,152949,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,1109 South La Brea Ave,1109 South La Brea Ave,,Los Angeles,CA,90019,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.054671,-118.343901,2020-02-26,152950,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,8334 Lincoln Blvd,8334 Lincoln Blvd,,Los Angeles,CA,90045,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,33.961997,-118.420978,2020-02-26,152951,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,616 W Washington Blvd,616 W Washington Blvd,,Los Angeles,CA,90015,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.0345439,-118.2726581,2020-02-26,152952,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,12412 W Moorpark St,12412 W Moorpark St,,Los Angeles,CA,91604,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.1502771,-118.4035165,2020-02-26,152953,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,6646 W Sunset Blvd,6646 W Sunset Blvd,,Los Angeles,CA,90028,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.09787491,-118.334812,2020-02-26,152954,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,12387 W Osborne St,12387 W Osborne St,,Pacoima,CA,91331,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.25927409,-118.4032188,2020-02-26,152955,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,290 N Mission Road,290 N Mission Road,,Los Angeles,CA,90033,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.05064928,-118.2271691,2020-02-26,152956,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,20321 W Saticoy St,20321 W Saticoy St,,Los Angeles,CA,91306,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.20840456,-118.5761454,2020-02-26,152957,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,2843 S Flower St,2843 S Flower St,,Los Angeles,CA,90007,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.02571103,-118.2760877,2020-02-26,152960,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,8843 S St Andrews Pl,1853 88th Place,,Los Angeles,CA,90047,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,33.957306,-118.31125,2020-02-26,152961,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,18401-18435 Kittridge St,18401-18435 Kittridge St,,Reseda,CA,91335,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.190213,-118.534513,2020-02-26,152962,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,10478 W Wilshire Blvd,10490 W Wilshire Blvd,,Los Angeles,CA,90024,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.0649046,-118.4314404,2020-02-26,152963,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,5160 Vineland Avenue,5160 Vineland Avenue,,North Hollywood,CA,91601,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.164058,-118.3701675,2020-02-26,152964,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,3145 S Vermont Ave,3145 S Vermont Ave,,Los Angeles,CA,90007,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.02623963,-118.291681,2020-02-26,152965,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,6813 N Hayvenhurst Ave,6813 N Hayvenhurst Ave,,Lake Balboa,CA,91406,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.19392,-118.492425,2020-02-26,152966,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,18235 South Figueroa St,18235 South Figueroa St,,Los Angeles,CA,90015,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,33.865573,-118.281663,2020-02-26,152967,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,6438 N Fulton Ave,6438 N Fulton Ave,,Los Angeles,CA,91401,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.18744004,-118.4224126,2020-02-26,152968,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,1516 N North Spring St,1516 N North Spring St,,Los Angeles,CA,90012,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.06786956,-118.2305626,2020-02-26,152969,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,23385 W Burbank Blvd,23385 W Burbank Blvd,,Los Angeles,CA,91367,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.17198198,-118.636027,2020-02-26,152970,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Madera Apartments,455 W Evelyn Avenue,,Mountain View,CA,94041,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,37.392301,-122.073754,2020-02-26,152971,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,145 E Olympic Blvd,145 E Olympic Blvd,,Los Angeles,CA,90015,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.040228,-118.256492,2020-02-26,152972,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,25825 Normandie Ave,25825 Normandie Ave,,Los Angeles,CA,90710,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,33.789363,-118.29759,2020-02-26,152973,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,11816 W Major St,11816 W Major St,,Los Angeles,CA,90230,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,33.98459752,-118.4005399,2020-02-26,152974,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,840 Imperial Hwy,840 Imperial hwy,,Los Angeles,CA,90044,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,33.930891,-118.290849,2020-02-26,152975,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,18401 Burbank Blvd,18401 Burbank Blvd,,Tarzana,CA,91356,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.17208639,-118.534174,2020-02-26,152976,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,1222 S Grand Ave,1222 S Grand Ave,,Los Angeles,CA,90015,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.03978063,-118.2634689,2020-02-26,152977,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,587 S Hobart Blvd,587 S Hobart Blvd,,Los Angeles,CA,90020,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.06378981,-118.305442,2020-02-26,152978,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,1557 W 19th St,1557 W 19th St,,Los Angeles,CA,90732,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,33.727015,-118.310288,2020-02-26,152979,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,4712 W Washington Blvd,4712 W Washington Blvd,,Los Angeles,CA,90016,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.03972618,-118.3418078,2020-02-26,152980,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,16501 Otsego St,16501 Otsego St,,Los Angeles,CA,91436,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.163063,-118.492409,2020-02-26,152981,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,3773 Motor Ave,3773 Motor Ave,,Los Angeles,CA,90034,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.021,-118.404509,2020-02-26,152982,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,12518 W Oxnard St,12518 W Oxnard St,,Los Angeles,CA,91606,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.17932161,-118.4056543,2020-02-26,152983,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,13076 W Sherman Way,13076 W Sherman Way,,Los Angeles,CA,91605,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.20108832,-118.417582,2020-02-26,152984,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,8931 Venice Blvd,8931 Venice Blvd,,Los Angeles,CA,90034,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.028722,-118.389817,2020-02-26,152985,2020-02-26 10:30:51 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
